,GTEX-1B8KZ-0226-SM-7EWF6,GTEX-1AYD5-0226-SM-79ONV,GTEX-1AMFI-0926-SM-731E4,GTEX-1A3MV-0126-SM-731FQ,GTEX-1AX9K-0226-SM-793CM
chr2:62153202-62154600,385,366,316,256,288
chr2:62156802-62157999,0,48,158,109,31
chr2:62159001-62159400,112,97,19,7,24
chr2:62160001-62160200,4,46,5,117,34
chr2:62163401-62164800,46,44,170,163,29
chr2:62175602-62179799,43,30,96,74,52
chr2:62180601-62182599,0,0,38,57,37
chr2:62184602-62188200,43,70,128,122,22
chr2:62226402-62229800,0,115,77,27,80
chr2:62231401-62232800,90,161,138,62,152
chr2:62295943-62298135,0,34,19,20,68
chr2:62312802-62316000,33,38,0,21,0
chr2:62364601-62365800,10,0,19,21,31
chr2:62369002-62370999,0,31,20,0,19
chr2:62414601-62415800,5,0,0,44,8
chr2:62441601-62441800,9,0,22,0,8
chr2:62452800-62453001,0,9,19,10,14
chr2:62459801-62460000,0,0,29,10,10
chr2:62461401-62462400,56,0,10,33,72
chr2:64034801-64037200,53,0,0,61,2
chr2:64039601-64041200,45,19,20,82,0
chr2:64062402-64066799,19,0,0,101,38
chr2:64260659-64261220,57,36,31,30,37
chr2:64266602-64269799,0,0,97,60,11
chr2:64275502-64275785,88,130,95,169,706
chr2:64277221-64277745,540,600,358,394,1410
chr2:64280001-64280400,60,0,22,10,117
chr2:64280601-64281800,199,0,86,26,194
chr2:64286202-64290399,1520,1395,827,690,3884
chr2:64290801-64291682,704,623,271,458,1832
chr2:64295601-64300600,935,1467,1157,848,4776
chr2:64322002-64324200,9,5,41,59,104
chr2:64336001-64336800,0,9,0,41,56
chr2:64342386-64343169,66,0,2,0,157
chr2:64354570-64355999,0,36,19,0,53
chr2:64358802-64364799,44,58,22,24,37
chr2:64366801-64368799,11,0,17,40,9
chr2:64374401-64375400,0,37,17,36,61
chr2:64381601-64384800,90,183,36,82,239
chr2:64386601-64387200,16,25,77,17,110
chr2:64391533-64391816,27,12,0,18,37
chr2:64465401-64471199,0,0,59,78,43
chr2:64625272-64629999,0,0,12,77,5
chr2:64756801-64757600,64,255,149,124,18
chr2:64778602-64780999,21,14,18,0,0
chr2:64789800-64790401,0,21,20,61,0
chr2:64792002-64800399,37,184,128,159,94
chr2:64802601-64804199,11,0,40,21,5
chr2:64806202-64809199,44,84,95,20,26
chr2:64811602-64814000,10,64,82,26,0
chr2:64866824-64867132,39,6,19,33,9
chr2:64868802-64870399,40,19,18,123,0
chr2:64879002-64879600,197,113,225,62,71
chr2:64879802-64881800,266,267,175,241,109
chr2:64882601-64882800,93,66,42,21,38
chr2:64888800-64889001,151,170,185,78,49
chr2:64898802-64900800,113,124,353,127,69
chr2:65193601-65194400,0,37,10,0,9
chr2:65194801-65196000,44,18,19,0,0
chr2:65275143-65277199,0,92,0,61,143
chr2:65291402-65295599,125,143,176,91,94
chr2:65309201-65309400,0,10,38,0,8
chr2:66425368-66425818,14,35,0,25,0
chr2:66789474-66791324,44,0,0,40,27
chr2:68274001-68274400,0,27,0,4,12
chr2:68280802-68281400,11,5,57,10,0
chr2:68282601-68283200,3,16,9,23,15
chr2:68341201-68343400,13,21,11,0,10
chr2:68345600-68345801,0,14,13,22,9
chr2:68350802-68354000,0,54,134,143,71
chr2:69271401-69273600,0,107,0,83,41
chr2:69444801-69445200,125,43,160,147,69
chr2:69448401-69453999,837,1220,1082,1193,999
chr2:69455401-69456000,31,41,122,155,108
chr2:69943712-69944040,22,4,8,32,62
chr2:69945463-69945761,11,16,0,30,15
chr2:69946408-69947101,14,0,0,41,134
chr2:69947625-69947883,18,0,9,0,41
chr2:70104711-70104844,0,3,0,6,6
chr2:70439002-70441400,0,0,45,39,68
chr2:70569536-70570800,162,186,70,36,53
chr2:70572801-70573083,0,9,0,23,15
chr2:70791401-70799200,93,47,9,0,29
chr2:71100400-71102599,16,13,8,0,0
chr2:71182001-71182200,11,0,9,93,22
chr2:71440001-71442399,287,242,521,391,479
chr2:71443001-71443600,156,278,273,168,425
chr2:71690801-71693199,172,297,149,140,509
chr2:71694000-71695400,0,0,19,20,19
chr2:71742002-71750399,113,214,117,57,262
chr2:71799602-71801199,23,37,0,36,0
chr2:72173002-72174599,35,95,154,156,101
chr2:73707002-73708799,457,365,144,551,639
chr2:73739991-73740374,131,110,71,92,73
chr2:73746002-73747999,2236,2527,1915,1878,1943
chr2:73759001-73760400,54,54,204,140,27
chr2:73821410-73821651,0,6,14,53,0
chr2:74495708-74495894,21,47,12,66,0
chr2:74690494-74691129,0,106,144,95,69
chr2:74691801-74692400,26,76,78,133,59
chr2:74692601-74696213,108,123,271,186,184
chr2:74696446-74697799,22,56,165,130,62
chr2:74700401-74701200,0,27,55,61,27
chr2:74701601-74701800,0,1,52,4,1
chr2:74703202-74704000,22,36,132,113,52
chr2:74707402-74709600,434,610,774,510,485
chr2:74712295-74712470,55,59,36,60,22
chr2:74806202-74808399,0,5,8,59,54
chr2:74914618-74914953,0,18,25,20,66
chr2:74915566-74916799,0,102,106,52,64
chr2:74944801-74946213,21,0,39,0,35
chr2:74954402-74954800,0,61,0,20,21
chr2:74984801-74985400,11,0,29,0,9
chr2:74985801-74986399,6,58,19,61,29
chr2:74991601-74992600,0,18,58,58,33
chr2:75221801-75223000,0,33,53,21,0
chr2:75275801-75278799,103,193,259,232,157
chr2:75286801-75289199,28,37,67,39,17
chr2:75289601-75291200,23,29,18,23,19
chr2:75292402-75293599,43,36,44,76,55
chr2:75309801-75311400,19,19,0,30,0
chr2:75320840-75322399,20,18,0,21,0
chr2:75338801-75339600,22,0,37,4,0
chr2:75343601-75345400,45,46,36,0,17
chr2:75374202-75375199,0,0,45,17,18
chr2:75404602-75406599,23,34,20,40,69
chr2:84911602-84912600,13,0,10,0,17
chr2:85311602-85314217,17570,29188,12831,12308,20680
chr2:85493802-85494399,57,0,0,30,53
chr2:85500313-85500649,0,0,2,3,9
chr2:85652201-85655200,40,51,38,20,29
chr2:85716755-85716837,6,0,3,12,0
chr2:85799201-85800200,0,6,2,20,9
chr2:85800601-85800800,3,36,0,10,6
chr2:85803201-85803510,0,9,3,19,0
chr2:85804001-85805400,0,18,19,0,15
chr2:85907001-85908556,79,138,25,97,33
chr2:85910545-85914800,165,336,146,387,271
chr2:85918001-85918201,34,32,31,30,102
chr2:85919801-85920000,64,7,64,20,60
chr2:85924001-85927999,197,112,71,146,224
chr2:85929602-85932199,217,287,155,232,265
chr2:85932401-85932800,68,79,19,61,43
chr2:85949002-85950199,21,18,0,0,70
chr2:85951402-85957599,18,98,7,16,46
chr2:85978202-85980999,125,47,78,79,73
chr2:86018632-86018952,48,14,9,0,21
chr2:86494890-86495269,11,0,60,41,12
chr2:86495851-86496201,0,18,18,34,21
chr2:86809551-86809952,381,592,512,174,1276
chr2:86809986-86810508,828,957,929,365,1732
chr2:86811576-86813800,123,111,164,57,336
chr2:87024039-87024734,58,18,108,139,52
chr2:87025602-87029599,23,136,127,59,154
chr2:87198001-87199200,55,205,13,74,68
chr2:87374201-87375799,19,68,24,10,0
chr2:88188002-88189200,89,172,91,213,56
chr2:88190811-88192200,43,72,37,75,52
chr2:88668757-88670103,0,18,39,20,0
chr2:88671633-88672433,50,71,122,58,0
chr2:88687401-88687800,66,19,65,101,63
chr2:88751773-88757000,7,38,152,42,39
chr2:90265716-90267771,21,55,0,2,12
chr2:94708601-94708999,0,0,9,13,1
chr2:95004801-95006000,34,11,15,0,0
chr2:95006202-95008800,38,101,56,109,48
chr2:95010201-95011200,22,36,115,0,0
chr2:95024301-95024551,33,41,57,44,41
chr2:95264401-95265800,39,59,115,62,19
chr2:95267601-95268400,40,120,109,192,108
chr2:96139801-96140000,20,0,39,41,25
chr2:96147681-96148180,0,0,13,18,38
chr2:96245745-96245928,275,308,335,188,354
chr2:96473910-96474094,21,14,6,0,9
chr2:96474201-96475599,0,119,19,0,38
chr2:96486504-96487272,43,0,27,8,7
chr2:96556721-96557292,6,16,0,10,0
chr2:96564802-96565799,16,18,19,25,9
chr2:96587402-96588800,0,13,19,5,0
chr2:97049001-97049800,22,18,61,43,0
chr2:97703801-97705000,418,395,77,211,164
chr2:97751515-97753600,518,159,244,215,343
chr2:97754601-97755800,122,17,44,66,8
chr2:97997791-97998200,0,95,9,23,7
chr2:98596682-98596843,100,146,188,135,190
chr2:98740001-98741000,185,168,120,160,196
chr2:98742801-98745399,190,218,112,353,204
chr2:98745601-98746000,31,37,10,49,23
chr2:98746802-98752999,667,1056,394,942,681
chr2:100587401-100590000,27,28,16,63,16
chr2:100819034-100819540,21,0,0,41,18
chr2:101897001-101898200,44,0,27,32,68
chr2:101899001-101899200,0,9,39,0,16
chr2:101899820-101900841,22,0,48,38,49
chr2:101908202-101914400,0,0,39,16,46
chr2:102033457-102033730,0,9,38,53,97
chr2:102059188-102059800,56,92,218,138,1846
chr2:102060001-102060200,22,108,55,10,869
chr2:102062161-102062759,0,0,123,73,89
chr2:102261601-102263799,0,0,16,68,131
chr2:102266400-102267200,0,0,28,41,37
chr2:102268001-102270000,23,14,22,92,152
chr2:102273202-102274799,40,0,85,99,331
chr2:102276202-102279600,0,0,56,55,131
chr2:102282201-102284600,0,0,21,19,17
chr2:102301601-102302400,0,18,38,17,94
chr2:102303802-102306800,0,18,57,61,258
chr2:102399801-102402200,0,17,119,176,167
chr2:105106601-105107600,22,0,7,40,18
chr2:105121401-105121800,22,0,3,0,7
chr2:105127001-105130600,0,35,36,68,0
chr2:105147853-105148042,0,28,0,48,9
chr2:105187001-105188000,10,36,0,20,0
chr2:105239602-105240599,17,29,17,20,0
chr2:105251801-105252642,0,15,0,5,18
chr2:105253402-105257600,43,56,21,79,20
chr2:105260801-105262000,0,35,33,0,83
chr2:105356983-105357157,26,26,72,49,35
chr2:105731202-105735999,14,17,0,19,0
chr2:105971802-105976199,0,74,16,89,10
chr2:106052202-106060199,83,38,0,43,0
chr2:106084002-106088999,224,340,482,176,393
chr2:107897601-107898600,55,18,165,103,334
chr2:108688801-108689799,22,133,0,0,76
chr2:108689955-108690437,10,71,8,0,65
chr2:109019001-109021800,20,6,0,0,17
chr2:109516002-109518199,23,18,0,20,16
chr2:109674601-109679999,40,0,13,0,13
chr2:109689002-109694999,44,14,22,16,7
chr2:109720402-109722599,0,18,16,20,30
chr2:109862602-109863999,133,64,58,43,228
chr2:112031908-112032084,16,17,0,6,18
chr2:112194002-112195200,10,0,33,21,0
chr2:112201002-112202000,2,18,0,16,0
chr2:112362002-112363399,68,37,88,172,141
chr2:112679401-112680000,33,47,86,103,541
chr2:112691026-112691410,43,0,16,37,155
chr2:112695802-112704000,73,49,93,111,194
chr2:112934355-112935000,29,9,0,6,12
chr2:113309202-113311999,46,34,53,0,0
chr2:113567162-113568600,139,304,62,130,312
chr2:113570001-113572600,548,284,148,52,1090
chr2:113583981-113584129,18,45,49,18,31
chr2:113760202-113761199,19,18,96,20,0
chr2:113761402-113763199,64,61,187,9,56
chr2:113764401-113765799,46,54,120,32,27
chr2:113806201-113807026,43,51,153,13,18
chr2:113824268-113824468,30,15,28,24,9
chr2:113826201-113827600,100,132,178,83,0
chr2:113846202-113847599,46,37,19,51,38
chr2:113850401-113852200,32,8,54,0,0
chr2:113858823-113859041,16,15,0,0,14
chr2:113872001-113872801,33,26,10,40,0
chr2:113880202-113880800,17,4,0,17,0
chr2:113886523-113886787,101,80,22,89,76
chr2:113968601-113968800,22,30,0,53,80
chr2:118112002-118114599,268,313,323,331,301
chr2:118115201-118116001,11,39,165,53,27
chr2:118116201-118116400,9,23,9,8,3
chr2:118120429-118120806,55,131,44,22,80
chr2:119282461-119283426,359,291,136,195,398
chr2:119283840-119284405,91,129,82,114,135
chr2:119290799-119291799,22,92,54,0,37
chr2:119704696-119705800,23,0,12,0,5
chr2:119717801-119718000,0,11,11,10,16
chr2:119718202-119718999,15,77,101,71,37
chr2:119723401-119724400,101,54,197,67,33
chr2:119730201-119731201,28,31,62,93,33
chr2:119731801-119732400,30,24,38,21,57
chr2:119753268-119754800,45,74,19,37,15
chr2:120298200-120298401,0,16,70,23,3
chr2:120305402-120306600,44,61,24,40,40
chr2:120310043-120310666,22,13,61,55,18
chr2:120326801-120329800,22,54,49,146,224
chr2:120336601-120342800,64,0,157,84,209
chr2:121771601-121773800,108,34,75,41,38
chr2:121775600-121776600,0,51,10,40,37
chr2:126655169-126655457,20,13,20,44,0
chr2:126822201-126829800,45,18,0,0,37
chr2:127111201-127111800,61,40,0,0,14
chr2:127255201-127255600,22,2,25,13,0
chr2:127896401-127902199,104,148,88,165,57
chr2:128198801-128199200,11,54,17,45,35
chr2:128220001-128220400,14,12,9,0,3
chr2:128346602-128349800,23,54,56,73,0
chr2:128405602-128410400,21,17,18,0,0
chr2:128424378-128428399,48,0,51,21,0
chr2:128448801-128450000,68,68,18,21,0
chr2:128450201-128451400,0,163,35,0,19
chr2:128457602-128460000,25,37,18,19,17
chr2:128467401-128468334,0,18,0,20,17
chr2:128487602-128492799,140,107,204,42,103
chr2:128499402-128500799,0,18,39,11,17
chr2:128501002-128506999,62,160,106,81,89
chr2:128510401-128515599,0,37,72,77,38
chr2:128702601-128703600,16,0,11,74,26
chr2:129711401-129712801,56,69,0,20,8
chr2:129801202-129803399,23,56,0,20,0
chr2:130349417-130349678,22,15,20,51,9
chr2:130349801-130350600,146,299,187,38,207
chr2:130355139-130355392,111,54,51,26,116
chr2:130384602-130388600,867,1110,1256,831,514
chr2:130391241-130391630,20,14,34,20,28
chr2:130391660-130392105,22,18,86,38,18
chr2:130396401-130397000,0,13,109,56,72
chr2:130719801-130720600,11,11,27,1,46
chr2:130819202-130821199,20,0,20,16,37
chr2:132366401-132367600,0,73,19,16,19
chr2:133765601-133766800,0,0,9,21,19
chr2:133986402-133987399,0,15,19,0,37
chr2:134020002-134022506,45,0,28,20,0
chr2:134039402-134040800,56,35,58,0,19
chr2:135732201-135735200,22,0,15,20,18
chr2:135885601-135886200,0,9,43,24,18
chr2:135889601-135894999,105,111,212,132,94
chr2:135904202-135905200,22,0,49,73,28
chr2:136104002-136108399,0,0,39,59,54
chr2:136131950-136133071,13,0,52,10,0
chr2:136151001-136153400,0,0,112,19,35
chr2:136191201-136192399,0,4,38,21,0
chr2:136327098-136327862,11,0,38,37,19
chr2:138027001-138029600,23,31,19,21,0
chr2:138071002-138073199,0,56,97,170,57
chr2:138085002-138088599,21,17,54,0,0
chr2:138212601-138212800,0,0,3,1,20
chr2:138272401-138273000,41,56,19,18,38
chr2:138291601-138292001,22,20,13,35,19
chr2:138596400-138597000,0,12,39,20,34
chr2:142840001-142845399,0,0,20,102,13
chr2:142856602-142860999,0,37,16,17,0
chr2:142866798-142867416,0,32,29,10,16
chr2:143067601-143072400,14,262,18,39,149
chr2:143074602-143075600,22,18,0,0,78
chr2:143083713-143084024,2,8,0,11,15
chr2:144628601-144628800,11,0,10,0,15
chr2:144629601-144631200,23,1,0,0,15
chr2:144631801-144633799,20,172,0,62,19
chr2:144651001-144651400,44,26,28,16,0
chr2:148518401-148519800,23,11,19,30,0
chr2:148520802-148531599,290,578,398,308,283
chr2:148533401-148535800,21,99,33,65,17
chr2:149566800-149567001,0,20,46,68,8
chr2:149567801-149568600,44,109,482,255,144
chr2:151324801-151327600,12,10,17,0,24
chr2:151763002-151772999,658,267,368,271,299
chr2:151774002-151776599,524,477,158,229,275
chr2:151781001-151782601,452,101,67,145,291
chr2:151783000-151783400,85,41,45,87,23
chr2:151786002-151786999,162,166,218,199,174
chr2:152113801-152114999,71,71,0,127,71
chr2:152804494-152804733,50,64,40,95,61
chr2:152823801-152824000,128,139,241,129,208
chr2:156346401-156347200,0,18,0,31,28
chr2:156355001-156357600,97,18,19,109,42
chr2:157031602-157032999,0,0,3,1,17
chr2:157052402-157054399,26,17,71,21,0
chr2:157329001-157329800,68,74,373,769,42
chr2:157331828-157332059,54,38,89,90,21
chr2:157338001-157338400,32,0,19,51,0
chr2:157340001-157340601,22,27,19,124,52
chr2:157345725-157346599,45,27,107,215,128
chr2:157363002-157364999,104,216,208,377,97
chr2:157367401-157368200,22,36,104,58,0
chr2:157375801-157376800,74,35,19,44,0
chr2:157386402-157388200,45,15,38,83,0
chr2:157391182-157391594,0,17,45,24,0
chr2:157403117-157403345,0,13,45,44,0
chr2:157409133-157409565,152,90,373,436,139
chr2:157691802-157693799,44,19,20,0,0
chr2:159633801-159638600,14,35,0,0,5
chr2:159927001-159927200,27,41,22,41,27
chr2:160703001-160705600,46,104,0,35,0
chr2:162116339-162119599,0,0,20,8,20
chr2:162256202-162262600,0,54,40,0,39
chr2:164651001-164652000,98,172,391,541,76
chr2:165743201-165744400,44,36,19,83,85
chr2:165846801-165847200,72,43,76,57,0
chr2:168424201-168425800,23,19,0,21,0
chr2:168427202-168427999,15,25,58,41,18
chr2:168428201-168428400,1,0,50,19,0
chr2:169104686-169105014,40,28,24,42,211
chr2:170088401-170089400,41,103,101,43,0
chr2:170968401-170968800,20,9,0,10,14
chr2:170969202-170970599,0,17,44,9,17
chr2:170983601-170984600,104,455,47,142,127
chr2:171244001-171250400,191,303,309,156,135
chr2:171266002-171266599,46,0,9,29,18
chr2:171267801-171268800,34,68,132,40,18
chr2:171271202-171272930,129,46,44,9,79
chr2:171511401-171515199,0,60,53,20,18
chr2:171762602-171764068,21,71,171,159,71
chr2:171781438-171781838,180,187,351,319,401
chr2:172415602-172417199,2,15,20,0,0
chr2:172613200-172613401,343,195,248,473,258
chr2:172667202-172667800,0,0,38,1,36
chr2:172668000-172668201,29,0,12,0,30
chr2:173970000-173973400,45,149,194,286,161
chr2:173978001-173979200,0,0,33,21,19
chr2:173982202-173984399,26,37,39,62,112
chr2:173984802-173987800,22,40,0,0,52
chr2:173989261-173992999,44,54,0,20,37
chr2:174521202-174526799,879,443,975,570,2712
chr2:174531574-174532400,68,34,99,86,199
chr2:174536001-174536200,0,17,14,7,9
chr2:174536260-174537000,22,63,79,55,158
chr2:174542401-174542800,0,0,17,17,18
chr2:175061401-175063671,44,204,112,178,360
chr2:176824402-176827600,0,31,28,113,71
chr2:185978924-185980251,11,17,82,0,38
chr2:186009201-186010000,22,0,10,5,37
chr2:186426401-186427200,0,19,96,33,18
chr2:186515201-186515800,232,146,289,121,174
chr2:186516001-186516200,13,9,25,10,66
chr2:186518801-186519600,134,130,276,138,71
chr2:186532601-186534201,11,37,38,134,37
chr2:186539201-186539400,38,5,5,0,0
chr2:189309001-189310000,0,46,38,4,0
chr2:189382827-189383209,11,16,9,4,0
chr2:189511601-189518600,20,17,17,57,34
chr2:189541373-189544200,0,0,17,42,14
chr2:189551801-189556799,134,73,76,40,93
chr2:189768001-189768400,168,244,312,306,298
chr2:190404001-190405600,0,95,26,84,0
chr2:190570401-190571200,0,16,19,0,17
chr2:190571574-190572599,0,8,39,9,38
chr2:190573002-190574599,0,35,20,10,13
chr2:190574801-190576200,37,18,0,20,0
chr2:190582602-190584200,23,68,0,0,5
chr2:190845064-190845428,0,47,47,41,38
chr2:190846401-190848599,217,251,520,238,156
chr2:190849201-190850912,0,106,191,0,38
chr2:190853601-190854799,53,97,314,247,112
chr2:190857402-190865000,68,55,473,381,56
chr2:190866801-190867799,0,0,73,23,3
chr2:190870202-190871999,269,599,342,173,330
chr2:191176802-191179799,67,54,53,81,71
chr2:191180202-191181400,0,0,19,34,56
chr2:191188801-191189800,22,0,58,80,72
chr2:191191601-191195400,22,50,0,113,28
chr2:191201602-191203600,65,145,127,78,144
chr2:191204529-191204720,44,2,0,0,9
chr2:191206201-191207999,67,74,57,19,58
chr2:191616601-191627399,16,13,0,14,13
chr2:191747000-191747800,11,0,70,20,60
chr2:191747976-191749134,39,0,20,18,44
chr2:191830202-191832799,0,0,62,42,19
chr2:195552001-195554000,23,14,20,0,19
chr2:196131275-196132800,0,0,29,33,15
chr2:196950801-196951200,22,18,5,26,4
chr2:196952001-196952200,0,11,17,10,0
chr2:196952601-196953400,0,24,19,20,0
chr2:196957801-196958401,0,0,44,18,18
chr2:196959602-196960400,15,0,55,41,66
chr2:196962801-196963600,39,236,77,121,124
chr2:197477602-197479799,88,0,50,41,68
chr2:197482402-197483400,22,0,34,8,12
chr2:197483601-197485400,0,186,103,66,103
chr2:197555602-197557200,138,35,121,99,97
chr2:197557401-197557800,56,0,28,40,47
chr2:199756001-199757881,22,36,0,30,0
chr2:200201201-200204199,0,18,11,20,0
chr2:200483201-200484201,110,18,0,126,70
chr2:200485000-200485600,22,37,16,39,172
chr2:200486201-200487200,0,0,34,12,7
chr2:201099401-201099800,10,62,2,0,22
chr2:201113860-201113998,71,81,122,77,114
chr2:201179801-201180600,22,86,28,57,11
chr2:201363801-201364349,0,4,17,9,6
chr2:201483600-201483800,0,18,26,15,0
chr2:202305201-202305800,0,16,57,36,0
chr2:202313601-202314600,0,18,48,10,0
chr2:202316202-202318599,89,17,109,104,26
chr2:202327602-202328599,0,15,57,65,18
chr2:202338801-202339801,0,56,29,44,0
chr2:202343801-202344600,22,0,19,41,6
chr2:202360601-202362400,102,243,57,205,94
chr2:202366778-202367022,41,9,22,10,9
chr2:202373001-202373200,14,37,16,32,0
chr2:202608001-202611399,91,16,267,129,33
chr2:202623602-202625999,21,0,33,0,17
chr2:202626201-202630200,23,9,10,21,34
chr2:203309601-203310199,130,175,123,50,240
chr2:203741043-203741328,54,40,142,72,52
chr2:203746002-203749399,340,78,242,216,178
chr2:203750401-203751000,61,8,99,88,0
chr2:203751201-203752600,148,46,194,47,82
chr2:203758602-203761800,19,38,166,156,0
chr2:203857401-203859776,21,0,48,122,0
chr2:203860801-203861605,22,0,19,41,8
chr2:203866601-203866800,15,0,46,2,0
chr2:203884801-203899599,22,0,18,20,0
chr2:203934113-203934400,22,7,9,6,0
chr2:203986802-203995399,25,41,10,11,42
chr2:205985601-205986799,0,32,19,40,32
chr2:206105602-206106999,43,22,46,26,0
chr2:206970601-206972600,32,63,0,21,49
chr2:207670801-207671400,104,129,53,59,22
chr2:207673402-207673999,288,218,368,149,0
chr2:207674600-207675400,1427,1300,720,789,190
chr2:207675802-207678799,7102,5982,2676,2427,1171
chr2:207775601-207776400,16,46,44,0,13
chr2:207778921-207779000,0,9,2,0,14
chr2:207782132-207783399,22,0,19,36,0
chr2:207784602-207788000,76,49,38,41,118
chr2:207800801-207802599,0,15,38,17,0
chr2:207804401-207804799,20,13,0,20,0
chr2:207805401-207806600,23,0,85,21,19
chr2:215351511-215351759,11,37,51,24,31
chr2:215355783-215356166,0,46,57,20,9
chr2:215357910-215358286,38,71,10,27,0
chr2:215927001-215928600,23,37,20,41,57
chr2:216214801-216215000,10,0,118,124,18
chr2:216242062-216243200,10,15,0,18,0
chr2:216582802-216585000,55,29,0,20,16
chr2:217228601-217229001,56,18,55,0,17
chr2:217231001-217232000,20,65,97,9,79
chr2:217238801-217240400,0,23,12,0,3
chr2:217247401-217250999,0,8,0,39,17
chr2:217256060-217256885,72,42,38,16,15
chr2:217258401-217258600,2,28,0,17,26
chr2:217779401-217779600,22,39,13,41,18
chr2:217785353-217786000,82,46,0,0,66
chr2:218140001-218143600,0,65,132,97,238
chr2:218143801-218144400,13,0,19,30,61
chr2:218145001-218158199,493,2394,1342,1452,5850
chr2:218191401-218194000,0,0,76,165,74
chr2:218211401-218211800,45,0,12,13,0
chr2:218370385-218370953,19,0,23,121,120
chr2:218372089-218372305,0,0,2,4,44
chr2:218762001-218763000,34,90,127,51,66
chr2:218763602-218765000,67,35,108,76,12
chr2:218775601-218777200,0,19,38,2,47
chr2:218820391-218820751,45,6,27,10,36
chr2:219362001-219363600,337,576,191,206,297
chr2:222353949-222354400,26,9,17,0,0
chr2:222714001-222715400,18,0,19,0,27
chr2:223695801-223701000,23,0,19,21,32
chr2:223744401-223744801,22,0,14,7,0
chr2:223947402-223953399,493,438,366,195,202
chr2:223953602-223955200,45,165,0,21,67
chr2:223969001-223971000,44,0,27,62,0
chr2:224751801-224752800,0,36,10,0,18
chr2:226720802-226722799,20,31,0,0,17
chr2:226723202-226727400,81,71,0,0,57
chr2:227000200-227000401,0,20,49,65,18
chr2:227402601-227402800,0,0,19,20,38
chr2:227406017-227406439,0,18,9,20,49
chr2:227419401-227419600,0,0,8,4,27
chr2:227419801-227422199,17,17,18,6,101
chr2:227434802-227439799,0,85,38,0,156
chr2:227444001-227445600,19,68,61,56,99
chr2:227447001-227458000,98,495,727,254,1236
chr2:227462464-227462866,11,9,0,16,87
chr2:227568601-227569000,33,261,107,33,396
chr2:227570801-227571000,54,151,80,37,332
chr2:228363682-228364400,22,17,26,14,33
chr2:229330906-229331712,22,0,19,2,0
chr2:229341602-229344858,87,15,20,0,0
chr2:229725384-229726671,0,12,19,10,0
chr2:229733202-229734927,36,37,39,82,56
chr2:229753000-229753200,7,0,9,25,9
chr2:230405401-230407200,3272,6085,5592,3378,3130
chr2:230582001-230584000,230,189,216,377,54
chr2:230589002-230595199,55,226,583,328,7
chr2:230597801-230598800,4,0,34,76,0
chr2:230607201-230609200,44,82,94,179,9
chr2:230614002-230617999,77,63,10,48,39
chr2:230659139-230659614,5,0,0,12,16
chr2:231383202-231384399,68,46,38,30,19
chr2:231386329-231387200,116,82,0,77,47
chr2:231408601-231409000,11,21,0,9,14
chr2:231425201-231426800,69,19,16,26,0
chr2:231517401-231517988,224,154,133,41,60
chr2:231568002-231569199,48,180,0,21,37
chr2:231571201-231572599,0,18,19,0,45
chr2:231576002-231577999,41,36,12,0,37
chr2:231580402-231581000,11,14,0,0,9
chr2:231583802-231584799,22,1,0,0,22
chr2:231596601-231598199,16,0,0,39,195
chr2:231604180-231605417,46,93,88,97,836
chr2:231627201-231630000,46,34,0,19,0
chr2:231692002-231696800,79,122,48,65,77
chr2:231701201-231702800,23,146,59,119,33
chr2:231720601-231722199,133,130,311,19,149
chr2:231722801-231723200,0,46,9,34,18
chr2:232374401-232375401,22,18,10,10,0
chr2:232518801-232519000,0,6,9,0,5
chr2:232537200-232537400,0,29,0,20,19
chr2:234277802-234281199,20,16,0,0,38
chr2:234286055-234287599,41,28,0,0,32
chr2:234307813-234308370,0,31,26,0,6
chr2:234475001-234475800,22,0,19,0,2
chr2:234477402-234479800,423,204,366,527,479
chr2:234488870-234489462,16,91,0,99,48
chr2:234490716-234491129,43,27,47,55,98
chr2:234491189-234491760,23,11,19,0,72
chr2:234492017-234492139,7,0,19,0,29
chr2:234791801-234793799,11,0,10,103,57
chr2:236307002-236308399,129,246,51,0,55
chr2:236538315-236538558,11,18,19,43,26
chr2:236542801-236543600,107,121,34,39,113
chr2:236545309-236545455,51,54,19,37,19
chr2:236704202-236706600,0,111,0,29,17
chr2:236717601-236719000,159,1044,701,640,333
chr2:236775801-236778199,0,17,9,0,17
chr2:237143401-237143600,11,0,15,6,0
chr2:237143738-237144047,0,10,19,24,0
chr2:237156465-237156786,2,1,27,10,0
chr2:237157432-237157941,18,24,0,13,0
chr2:237177202-237179200,98,153,147,103,19
chr2:237181601-237182882,0,4,48,38,0
chr2:237183401-237183600,0,14,9,25,9
chr2:237183802-237185999,23,85,61,41,41
chr2:237194402-237200600,18,7,15,16,38
chr2:237204402-237206399,23,9,0,21,0
chr2:237206801-237214711,35,57,191,96,49
chr2:237227002-237228800,16,17,0,0,71
chr2:237233801-237236599,20,23,28,41,52
chr2:237244401-237246000,0,0,44,41,35
chr2:237291482-237291693,0,14,0,34,19
chr2:237295801-237301599,26,21,22,39,28
chr2:237313401-237318800,24,19,0,0,33
chr2:237447602-237453799,46,15,15,75,54
chr2:238220936-238221042,26,3,0,2,23
chr2:238458049-238459999,23,37,29,60,4
chr2:238475201-238476200,11,0,29,39,16
chr2:238492402-238494999,66,34,66,31,19
chr2:238846806-238847266,22,65,27,0,42
chr2:238928802-238930799,0,19,0,21,19
